variable_group,content_json,variable,classification,category_code,legend_start_str,legend_str_1,legend_str_2,legend_str_3
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-053,{PERCENTAGE}%,of people in {location},speak,Bengali (with Sylheti and Chatgaya) as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-054,{PERCENTAGE}%,of people in {location},speak,Gujarati as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-055,{PERCENTAGE}%,of people in {location},speak,Marathi as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-056,{PERCENTAGE}%,of people in {location},speak,Telugu as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-057,{PERCENTAGE}%,of people in {location},speak,Tamil as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-058,{PERCENTAGE}%,of people in {location},speak,Malayalam as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-059,{PERCENTAGE}%,of people in {location},speak,Sinhala as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-060,{PERCENTAGE}%,of people in {location},speak,Nepalese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-061,{PERCENTAGE}%,of people in {location},speak,any other South Asian language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-062,{PERCENTAGE}%,of people in {location},speak,Mandarin Chinese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-063,{PERCENTAGE}%,of people in {location},speak,Cantonese Chinese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-064,{PERCENTAGE}%,of people in {location},speak,All other Chinese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-065,{PERCENTAGE}%,of people in {location},speak,Japanese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-066,{PERCENTAGE}%,of people in {location},speak,Korean as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-067,{PERCENTAGE}%,of people in {location},speak,Vietnamese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-068,{PERCENTAGE}%,of people in {location},speak,Thai as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-069,{PERCENTAGE}%,of people in {location},speak,Malay as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-070,{PERCENTAGE}%,of people in {location},speak,Tagalog or Filipino as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-071,{PERCENTAGE}%,of people in {location},speak,any other East Asian language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-072,{PERCENTAGE}%,of people in {location},speak,an Oceanic or Australian language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-073,{PERCENTAGE}%,of people in {location},speak,a North or South American language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-074,{PERCENTAGE}%,of people in {location},speak,English-based Caribbean Creole as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-075,{PERCENTAGE}%,of people in {location},speak,any other Caribbean Creole as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-076,{PERCENTAGE}%,of people in {location},speak,Amharic as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-077,{PERCENTAGE}%,of people in {location},speak,Tigrinya as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-078,{PERCENTAGE}%,of people in {location},speak,Somali as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-079,{PERCENTAGE}%,of people in {location},speak,Krio as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-080,{PERCENTAGE}%,of people in {location},speak,Akan as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-081,{PERCENTAGE}%,of people in {location},speak,Yoruba as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-082,{PERCENTAGE}%,of people in {location},speak,Igbo as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-083,{PERCENTAGE}%,of people in {location},speak,Swahili or Kiswahili as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-084,{PERCENTAGE}%,of people in {location},speak,Luganda as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-085,{PERCENTAGE}%,of people in {location},speak,Lingala as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-086,{PERCENTAGE}%,of people in {location},speak,Shona as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-087,{PERCENTAGE}%,of people in {location},speak,Afrikaans as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-088,{PERCENTAGE}%,of people in {location},speak,any other Nigerian language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-089,{PERCENTAGE}%,of people in {location},speak,any other West African language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-090,{PERCENTAGE}%,of people in {location},speak,any other African language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-091,{PERCENTAGE}%,of people in {location},use,British Sign Language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-092,{PERCENTAGE}%,of people in {location},use,any other sign language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-093,{PERCENTAGE}%,of people in {location},use,any sign communication system as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed,main_language_detailed-094,{PERCENTAGE}%,of people in {location},speak,any other language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-001,{PERCENTAGE}%,of people in {location},speak,English (English or Welsh if in Wales) as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-002,{PERCENTAGE}%,of people in {location},speak,any other UK language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-003,{PERCENTAGE}%,of people in {location},speak,French as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-004,{PERCENTAGE}%,of people in {location},speak,Portuguese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-005,{PERCENTAGE}%,of people in {location},speak,Spanish as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-006,{PERCENTAGE}%,of people in {location},speak,Polish as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-007,{PERCENTAGE}%,of people in {location},speak,any other European language (EU) as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-008,{PERCENTAGE}%,of people in {location},speak,any other European language (non-EU) as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-009,{PERCENTAGE}%,of people in {location},speak,Russian as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-010,{PERCENTAGE}%,of people in {location},speak,Turkish as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-011,{PERCENTAGE}%,of people in {location},speak,Arabic as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-012,{PERCENTAGE}%,of people in {location},speak,a West or Central Asian language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-013,{PERCENTAGE}%,of people in {location},speak,Panjabi as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-014,{PERCENTAGE}%,of people in {location},speak,Urdu as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-015,{PERCENTAGE}%,of people in {location},speak,Bengali (with Sylheti and Chatgaya) as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-016,{PERCENTAGE}%,of people in {location},speak,Gujarati as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-017,{PERCENTAGE}%,of people in {location},speak,Tamil as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-018,{PERCENTAGE}%,of people in {location},speak,any other South Asian language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-019,{PERCENTAGE}%,of people in {location},speak,Chinese as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-020,{PERCENTAGE}%,of people in {location},speak,any other East Asian language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-021,{PERCENTAGE}%,of people in {location},speak,an African language as their main language
Identity,2021-EILR,Main language (detailed),main_language_detailed_23a,main_language_detailed_23a-022,{PERCENTAGE}%,of people in {location},speak,an other language as their main language
Identity,2021-EILR,Multiple ethnic groups in household,hh_multi_ethnic_group,hh_multi_ethnic_group-001,{PERCENTAGE}%,of households in {location},are,one-person households
Identity,2021-EILR,Multiple ethnic groups in household,hh_multi_ethnic_group,hh_multi_ethnic_group-002,{PERCENTAGE}%,of households in {location},have,members that are all from the same ethnic group
Identity,2021-EILR,Multiple ethnic groups in household,hh_multi_ethnic_group,hh_multi_ethnic_group-003,{PERCENTAGE}%,of households in {location},have,members from ethnic groups that differ between generations but not within partnerships
Identity,2021-EILR,Multiple ethnic groups in household,hh_multi_ethnic_group,hh_multi_ethnic_group-004,{PERCENTAGE}%,of households in {location},have,members from ethnic groups that differ within partnerships
Identity,2021-EILR,Multiple ethnic groups in household,hh_multi_ethnic_group,hh_multi_ethnic_group-005,{PERCENTAGE}%,of households in {location},have,members with any other combination of ethnic identities
Identity,2021-EILR,Multiple main languages in household,hh_multi_language,hh_multi_language-001,{PERCENTAGE}%,of households in {location},are,not applicable (one-person household)
Identity,2021-EILR,Multiple main languages in household,hh_multi_language,hh_multi_language-002,{PERCENTAGE}%,of households in {location},have,members that all have the same main language
Identity,2021-EILR,Multiple main languages in household,hh_multi_language,hh_multi_language-003,{PERCENTAGE}%,of households in {location},have,"members that have different main languages between generations, but not within partnerships"
Identity,2021-EILR,Multiple main languages in household,hh_multi_language,hh_multi_language-004,{PERCENTAGE}%,of households in {location},have,members that have different main languages within partnerships
Identity,2021-EILR,Multiple main languages in household,hh_multi_language,hh_multi_language-005,{PERCENTAGE}%,of households in {location},are,members with any other combination of multiple main languages
Identity,2021-EILR,Multiple main languages in household,hh_multi_language_3a,hh_multi_language_3a-001,{PERCENTAGE}%,of households in {location},have,members that all have the same main language
Identity,2021-EILR,Multiple main languages in household,hh_multi_language_3a,hh_multi_language_3a-002,{PERCENTAGE}%,of households in {location},have,members that have different main languages
Identity,2021-EILR,Multiple religions in household,hh_multi_religion_7a,hh_multi_religion_7a-001,{PERCENTAGE}%,of households in {location},are,one-person households
Identity,2021-EILR,Multiple religions in household,hh_multi_religion_7a,hh_multi_religion_7a-002,{PERCENTAGE}%,of households in {location},did,not state their religion
Identity,2021-EILR,Multiple religions in household,hh_multi_religion_7a,hh_multi_religion_7a-003,{PERCENTAGE}%,of households in {location},reported,the same religion
Identity,2021-EILR,Multiple religions in household,hh_multi_religion_7a,hh_multi_religion_7a-004,{PERCENTAGE}%,of households in {location},reported,no religion
Identity,2021-EILR,Multiple religions in household,hh_multi_religion_7a,hh_multi_religion_7a-005,{PERCENTAGE}%,of households in {location},reported,a combination of the same religion and no religion
Identity,2021-EILR,Multiple religions in household,hh_multi_religion_7a,hh_multi_religion_7a-006,{PERCENTAGE}%,of households in {location},reported,at least two different religions
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-001,{PERCENTAGE}%,of people in {location},identify as,British
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-002,{PERCENTAGE}%,of people in {location},identify as,English
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-003,{PERCENTAGE}%,of people in {location},identify as,English and British
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-004,{PERCENTAGE}%,of people in {location},identify as,Welsh
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-005,{PERCENTAGE}%,of people in {location},identify as,Welsh and British
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-006,{PERCENTAGE}%,of people in {location},identify as,Scottish
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-007,{PERCENTAGE}%,of people in {location},identify as,Scottish and British
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-008,{PERCENTAGE}%,of people in {location},identify as,Northern Irish
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-009,{PERCENTAGE}%,of people in {location},identify as,Northern Irish and British
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-010,{PERCENTAGE}%,of people in {location},identify as,Cornish
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-011,{PERCENTAGE}%,of people in {location},identify as,Cornish and British
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-012,{PERCENTAGE}%,of people in {location},identify as,any other combination of UK identities
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-013,{PERCENTAGE}%,of people in {location},identify as,Irish
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-014,{PERCENTAGE}%,of people in {location},identify as,Irish and at least one UK identity
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-015,{PERCENTAGE}%,of people in {location},identify as,any other national identity
Identity,2021-EILR,National identity,national_identity_all,national_identity_all-016,{PERCENTAGE}%,of people in {location},identify as,any other national identity and at least one UK identity
Identity,2021-EILR,National identity,national_identity_all_4a,national_identity_all_4a-001,{PERCENTAGE}%,of people in {location},have,one or more UK identity only
Identity,2021-EILR,National identity,national_identity_all_4a,national_identity_all_4a-002,{PERCENTAGE}%,of people in {location},have,a UK identity and a non-UK identity
Identity,2021-EILR,National identity,national_identity_all_4a,national_identity_all_4a-003,{PERCENTAGE}%,of people in {location},have,a non-UK identity only
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-001,{PERCENTAGE}%,of people in {location},identify as,British
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-002,{PERCENTAGE}%,of people in {location},identify as,Welsh
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-003,{PERCENTAGE}%,of people in {location},identify as,Welsh and British
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-004,{PERCENTAGE}%,of people in {location},identify as,English
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-005,{PERCENTAGE}%,of people in {location},identify as,English and British
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-006,{PERCENTAGE}%,of people in {location},identify as,any other combination of UK identities
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-007,{PERCENTAGE}%,of people in {location},identify as,Non-UK
Identity,2021-EILR,National identity,national_identity_all_9a,national_identity_all_9a-008,{PERCENTAGE}%,of people in {location},identify as,both UK and non-UK identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-001,{PERCENTAGE}%,of people in {location},identify as,British
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-002,{PERCENTAGE}%,of people in {location},identify as,English
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-003,{PERCENTAGE}%,of people in {location},identify as,English and British
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-004,{PERCENTAGE}%,of people in {location},identify as,Welsh
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-005,{PERCENTAGE}%,of people in {location},identify as,Welsh and British
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-006,{PERCENTAGE}%,of people in {location},identify as,Scottish
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-007,{PERCENTAGE}%,of people in {location},identify as,Scottish and British
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-008,{PERCENTAGE}%,of people in {location},identify as,Northern Irish
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-009,{PERCENTAGE}%,of people in {location},identify as,Northern Irish and British
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-010,{PERCENTAGE}%,of people in {location},identify as,Cornish
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-011,{PERCENTAGE}%,of people in {location},identify as,Cornish and British
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-012,{PERCENTAGE}%,of people in {location},identify as,any other combination of UK identities
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-013,{PERCENTAGE}%,of people in {location},identify as,any other national identity and at least one UK identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-014,{PERCENTAGE}%,of people in {location},identify as,a Guernsey Islander
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-015,{PERCENTAGE}%,of people in {location},identify as,a Jersey Islander
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-016,{PERCENTAGE}%,of people in {location},identify as,Manx (Isle of Man)
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-017,{PERCENTAGE}%,of people in {location},identify as,any other Channel Island identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-018,{PERCENTAGE}%,of people in {location},identify as,Irish
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-019,{PERCENTAGE}%,of people in {location},identify as,Irish and at least one UK identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-020,{PERCENTAGE}%,of people in {location},identify as,French
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-021,{PERCENTAGE}%,of people in {location},identify as,German
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-022,{PERCENTAGE}%,of people in {location},identify as,Italian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-023,{PERCENTAGE}%,of people in {location},identify as,Portuguese
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-024,{PERCENTAGE}%,of people in {location},identify as,Spanish (including Canary Islanders)
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-025,{PERCENTAGE}%,of people in {location},identify as,any other national identity from countries that were EU members in March 2001  
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-026,{PERCENTAGE}%,of people in {location},identify as,Lithuanian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-027,{PERCENTAGE}%,of people in {location},identify as,Polish
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-028,{PERCENTAGE}%,of people in {location},identify as,Romanian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-029,{PERCENTAGE}%,of people in {location},identify as,any other national identity from EU countries  
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-030,{PERCENTAGE}%,of people in {location},identify as,any other national identity from countries that were EU members in March 2001  
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-031,{PERCENTAGE}%,of people in {location},identify as,any other European identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-032,{PERCENTAGE}%,of people in {location},identify as,North African
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-033,{PERCENTAGE}%,of people in {location},identify as,Ghanaian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-034,{PERCENTAGE}%,of people in {location},identify as,Nigerian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-035,{PERCENTAGE}%,of people in {location},identify as,any other Central or West African identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-036,{PERCENTAGE}%,of people in {location},identify as,Kenyan
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-037,{PERCENTAGE}%,of people in {location},identify as,Somali
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-038,{PERCENTAGE}%,of people in {location},identify as,South African
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-039,{PERCENTAGE}%,of people in {location},identify as,Zimbabwean
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-040,{PERCENTAGE}%,of people in {location},identify as,any other South or East African identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-041,{PERCENTAGE}%,of people in {location},identify as,Kurdish
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-042,{PERCENTAGE}%,of people in {location},identify as,Iranian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-043,{PERCENTAGE}%,of people in {location},identify as,Iraqi
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-044,{PERCENTAGE}%,of people in {location},identify as,any other Middle Eastern identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-045,{PERCENTAGE}%,of people in {location},identify as,Chinese
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-046,{PERCENTAGE}%,of people in {location},identify as,Hong Kong Chinese
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-047,{PERCENTAGE}%,of people in {location},identify as,Japanese
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-048,{PERCENTAGE}%,of people in {location},identify as,any other East Asian identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-049,{PERCENTAGE}%,of people in {location},identify as,Afghan
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-050,{PERCENTAGE}%,of people in {location},identify as,Bangladeshi
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-051,{PERCENTAGE}%,of people in {location},identify as,Indian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-052,{PERCENTAGE}%,of people in {location},identify as,Pakistani
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-053,{PERCENTAGE}%,of people in {location},identify as,Sri Lankan
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-054,{PERCENTAGE}%,of people in {location},identify as,any other South Asian identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-055,{PERCENTAGE}%,of people in {location},identify as,Filipino
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-056,{PERCENTAGE}%,of people in {location},identify as,Malaysian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-057,{PERCENTAGE}%,of people in {location},identify as,Singaporean
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-058,{PERCENTAGE}%,of people in {location},identify as,any other South-East Asian identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-059,{PERCENTAGE}%,of people in {location},identify as,Central Asian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-060,{PERCENTAGE}%,of people in {location},identify as,Asian (not specified)
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-061,{PERCENTAGE}%,of people in {location},identify as,Canadian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-062,{PERCENTAGE}%,of people in {location},identify as,a US citizen
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-063,{PERCENTAGE}%,of people in {location},identify as,any other North American identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-064,{PERCENTAGE}%,of people in {location},identify as,Central American
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-065,{PERCENTAGE}%,of people in {location},identify as,South American
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-066,{PERCENTAGE}%,of people in {location},identify as,Jamaican
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-067,{PERCENTAGE}%,of people in {location},identify as,any other Caribbean identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-068,{PERCENTAGE}%,of people in {location},identify as,Australian
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-069,{PERCENTAGE}%,of people in {location},identify as,a New Zealander
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-070,{PERCENTAGE}%,of people in {location},identify as,any other Australasian identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-071,{PERCENTAGE}%,of people in {location},identify as,any other Oceanian identity
Identity,2021-EILR,National identity (detailed),national_identity_detailed,national_identity_detailed-072,{PERCENTAGE}%,of people in {location},identify as,any other national identity
Identity,2021-EILR,Proficiency in English language,english_proficiency,english_proficiency-001,{PERCENTAGE}%,of people in {location},speak,English (or Welsh in Wales) as their main language
Identity,2021-EILR,Proficiency in English language,english_proficiency,english_proficiency-002,{PERCENTAGE}%,of people in {location},speak,"a different main language, but speak English (or Welsh in Wales) very well"
Identity,2021-EILR,Proficiency in English language,english_proficiency,english_proficiency-003,{PERCENTAGE}%,of people in {location},speak,"a different main language, but speak English (or Welsh in Wales) well"
Identity,2021-EILR,Proficiency in English language,english_proficiency,english_proficiency-004,{PERCENTAGE}%,of people in {location},speak,"a different main language, but cannot speak English (or Welsh in Wales) well"
Identity,2021-EILR,Proficiency in English language,english_proficiency,english_proficiency-005,{PERCENTAGE}%,of people in {location},speak,"a different main language, but cannot speak English (or Welsh in Wales) at all"
Identity,2021-EILR,Proficiency in English language,english_proficiency_4a,english_proficiency_4a-001,{PERCENTAGE}%,of people in {location},speak,English (English or Welsh in Wales) as their main language
Identity,2021-EILR,Proficiency in English language,english_proficiency_4a,english_proficiency_4a-002,{PERCENTAGE}%,of people in {location},do not have,"English (English or Welsh in Wales) as their main language, but can speak English very well or well"
Identity,2021-EILR,Proficiency in English language,english_proficiency_4a,english_proficiency_4a-003,{PERCENTAGE}%,of people in {location},do not have,"English (English or Welsh in Wales) as their main language, and cannot speak English or cannot speak English well"
Identity,2021-EILR,Religion,religion_tb,religion_tb-001,{PERCENTAGE}%,of people in {location},have,no religion
Identity,2021-EILR,Religion,religion_tb,religion_tb-002,{PERCENTAGE}%,of people in {location},are,Christian
Identity,2021-EILR,Religion,religion_tb,religion_tb-003,{PERCENTAGE}%,of people in {location},are,Buddhist
Identity,2021-EILR,Religion,religion_tb,religion_tb-004,{PERCENTAGE}%,of people in {location},are,Hindu
Identity,2021-EILR,Religion,religion_tb,religion_tb-005,{PERCENTAGE}%,of people in {location},are,Jewish
Identity,2021-EILR,Religion,religion_tb,religion_tb-006,{PERCENTAGE}%,of people in {location},are,Muslim
Identity,2021-EILR,Religion,religion_tb,religion_tb-007,{PERCENTAGE}%,of people in {location},are,Sikh
Identity,2021-EILR,Religion,religion_tb,religion_tb-008,{PERCENTAGE}%,of people in {location},reported,"""Any other religion"""
Identity,2021-EILR,Religion,religion_tb,religion_tb-009,{PERCENTAGE}%,of people in {location},did,not answer
Identity,2021-SOGI,Gender identity,gender_identity_4a,gender_identity_4a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},have,a gender identity the same as their sex registered at birth
Identity,2021-SOGI,Gender identity,gender_identity_4a,gender_identity_4a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},have,a gender identity different from their sex registered at birth
Identity,2021-SOGI,Gender identity,gender_identity_4a,gender_identity_4a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},did,not answer
